"project_id","is_geocoded","project_title","start_actual_isodate","start_actual_type","end_actual_isodate","end_actual_type","donors","donors_iso3","recipients","recipients_iso3","ad_sector_codes","ad_sector_names","ad_purpose_codes","ad_purpose_names","status","transactions_start_year","transactions_end_year","total_commitments","total_disbursements"
"SL/001103","1","Second Government Reform and Growth Credit","2008-12-10","start-actual","2009-06-29","","World Bank","DAC","Sierra Leone","SLE","151","Government and civil society, general","15121","Public sector financial management","Completion","2008","2009","10405782.0","10405782.0"
"SL/001104","1","SL-DPL- Food Crisis Response","2008-08-17","start-actual","2009-06-29","","World Bank","DAC","Sierra Leone","SLE","311","Agriculture","31120","Agricultural development","Completion","2008","2009","3131957.0","3131957.0"
"SL/001105","1","Additional Financing to NSAP - Food Crisis Response","2008-08-17","start-actual","2010-12-31","","World Bank","DAC","Sierra Leone","SLE","311","Agriculture","31120","Agricultural development","Completion","2008","2010","7023142.0","7023142.0"
"SL/001106","1","SL-Support  to Basic Education - CARITAS Makeni School Rehabilitation/Reconstruction Project","2008-03-04","start-actual","2012-06-30","","World Bank","DAC","Sierra Leone","SLE","111","Education, level unspecified","11120","Education facilities and training","Completion","2008","2012","490589.0","490589.0"
"SL/001107","1","Skills Training & Career Development Project for Disadvantaged & Disabled Youths","2008-01-10","start-actual","2010-06-28","","World Bank","DAC","Sierra Leone","SLE","160","Other Social Infrastructure and Services","16010","Social/ welfare services","Completion","2008","2010","337360.0","337360.0"
"SL/001108","1","Vocational Training for Youths with Disabilities in Western Area & Kono District","2007-11-25","start-actual","2012-06-30","","World Bank","DAC","Sierra Leone","SLE","160","Other Social Infrastructure and Services","16010","Social/ welfare services","Completion","2007","2012","775712.0","775712.0"
"SL/001109","1","Sierra Leone: Promoting Sustainable Youth Employment Through Capacity Building","2007-11-13","start-actual","2010-09-30","","World Bank","DAC","Sierra Leone","SLE","160","Other Social Infrastructure and Services","16010","Social/ welfare services","Completion","2007","2010","104633.0","104633.0"
"SL/001110","1","Sierra Leone: Promoting Sustainable Youth Employment Through Youth Entrepreneurship","2007-10-24","start-actual","2010-10-30","","World Bank","DAC","Sierra Leone","SLE","160","Other Social Infrastructure and Services","16010","Social/ welfare services","Completion","2007","2010","157509.0","157509.0"
"SL/001111","1","Sierra Leone: Mining Technical Assistance Project","2010-02-15","start-actual","2016-06-30","","World Bank","DAC","Sierra Leone","SLE","151","Government and civil society, general","15140","Government administration","Implementation","2010","2016","5855789.0","5855789.0"
"SL/001112","1","National Policy and Advocacy","2008-01-01","start-actual","2010-12-01","","UNICEF","DAC","Sierra Leone","SLE","130","Population Policies / Programmes and Reproductive Health","13020","Reproductive health care","Completion","2008","2010","371694.0","370923.0"
"SL/001113","1","Neglected Tropical Diseases Control (NTD) Program","2008-02-28","start-actual","2011-09-30","","USAID","USA","Sierra Leone","SLE","160","Other Social Infrastructure and Services","16010","Social/ welfare services","Completion","2008","2011","3323427.0","3323427.0"
"SL/001114","1","Unleashing the Power of Cassava in Africa in Response to the Food Crisis (UPoCA)","2008-10-01","start-actual","2011-01-24","","USAID","USA","Sierra Leone","SLE","311|321|311","Agriculture|Industry|Agriculture","31120|32120|31120","Agricultural development|Industrial development|Agricultural development","Completion","2008","2011","457041.0","457041.0"
"SL/001115","1","Creating an Enabling Policy Environment in Sierra Leone (CEPESL)","2009-01-05","start-actual","2011-01-05","","USAID","USA","Sierra Leone","SLE","311|312","Agriculture|Forestry","31120|31210","Agricultural development|Forestry policy and administrative management","Completion","2009","2011","279440.0",""
"SL/001116","1","Mercy Ships Obstetric Fistula Treatment, Training and Research Program","2006-07-14","start-actual","2009-07-14","","USAID","USA","Sierra Leone","SLE","130|122","Population Policies / Programmes and Reproductive Health|Basic health","13020|12261","Reproductive health care|Health education","Completion","2006","2009","2664920.0","2280584.0"
"SL/001117","1","Monitoring Land Use and Land Cover Change in the Mano River Region","2008-10-01","start-actual","2009-09-30","","USAID","USA","Sierra Leone","SLE","312","Forestry","31210","Forestry policy and administrative management","Completion","2008","2009","41759.0","41759.0"
"SL/001118","1","Improving Environmental Management and Mitigating Land-Use Conflicts in Alluvial Diamond Field in Sierra Leone","2006-10-02","start-actual","2009-09-30","","USAID","USA","Sierra Leone","SLE","311|312","Agriculture|Forestry","31120|31210","Agricultural development|Forestry policy and administrative management","Completion","2006","2009","768672.0","768672.0"
"SL/001119","1","Child and Maternal Health","2008-01-01","start-actual","2010-12-31","","UNICEF","DAC","Sierra Leone","SLE","130","Population Policies / Programmes and Reproductive Health","13020","Reproductive health care","Completion","2008","2010","4084069.0","3580512.0"
"SL/001120","1","Child and Maternal Nutrition","2008-01-01","start-actual","2010-12-31","","UNICEF","DAC","Sierra Leone","SLE","130","Population Policies / Programmes and Reproductive Health","13020","Reproductive health care","Completion","2008","2010","2668642.0","2575744.0"
"SL/001121","1","Child Protection Monitoring Systems","2007-12-31","start-actual","2010-12-30","","UNICEF","DAC","Sierra Leone","SLE","151","Government and civil society, general","15140","Government administration","","2007","2010","174455.0","144318.0"
"SL/001122","1","Education National Policy and Advocacy","2007-12-31","start-actual","2010-12-30","","Government of The  Netherlands","NLD","Sierra Leone","SLE","112","Basic education","11220","Primary education","Completion","2007","2010","67577.0","67577.0"
"SL/001123","0","HIV/AIDS","2008-01-01","start-actual","2010-12-30","","UNICEF","DAC","Sierra Leone","SLE","130","Population Policies / Programmes and Reproductive Health","13040","STD control including HIV/AIDS","Completion","2008","2010","297084.0","284258.0"
"SL/001124","1","Child Protection National Policy and Advocacy","2007-12-31","start-actual","2010-12-30","","UNICEF","DAC","Sierra Leone","SLE","151","Government and civil society, general","15130","Legal and judicial development","Completion","2007","2010","359981.0","312172.0"
"SL/001125","1","Advocacy and Leveraging","2007-12-31","start-actual","2010-12-30","","UNICEF","DAC","Sierra Leone","SLE","151","Government and civil society, general","15130","Legal and judicial development","","2007","2010","316585.0","270950.0"
"SL/001126","1","Capacity Building of Institutions and Systems, M & E","2007-12-31","start-actual","2010-12-30","","UNICEF","DAC","Sierra Leone","SLE","151","Government and civil society, general","15140","Government administration","","2007","2010","532130.0","487466.0"
"SL/001127","1","Capacity Building for Quality Education","2007-12-31","start-actual","2010-12-30","","UNICEF","DAC","Sierra Leone","SLE","112","Basic education","11220","Primary education","","2007","2010","1081224.0","1081032.0"
"SL/001128","1","Social Policy and Planning","2008-01-01","start-actual","2010-12-30","","UNICEF","DAC","Sierra Leone","SLE","151","Government and civil society, general","15121","Public sector financial management","","2008","2010","425953.0","424019.0"
"SL/001129","1","Education Project Support","2007-12-31","start-actual","2010-12-30","","UNICEF","DAC","Sierra Leone","SLE","111","Education, level unspecified","11105","Education, level unspecified,purpose unspecified","","2007","2010","2159249.0","1672834.0"
"SL/001130","1","Cross Sectoral Advocacy and Leveraging.","2007-12-31","start-actual","2010-12-30","","UNICEF","DAC","Sierra Leone","SLE","510","General budget support","51010","General budget support","","2007","2010","2735402.0","2603250.0"
"SL/001131","1","Education Water Sanitation and Hygiene","2008-01-01","start-actual","2010-12-30","","UNICEF","DAC","Sierra Leone","SLE","112","Basic education","11220","Primary education","","2008","2010","198357.0","136780.0"
"SL/001132","1","CSD Water, Sanitation and Hygiene","2008-01-01","start-actual","2010-12-30","","UNICEF","DAC","Sierra Leone","SLE","130","Population Policies / Programmes and Reproductive Health","13020","Reproductive health care","Completion","2008","2010","554385.0","520762.0"
"SL/001133","1","Access to Primary Education especially for Girls","2007-12-31","start-actual","2010-12-30","","UNICEF","DAC","Sierra Leone","SLE","112","Basic education","11220","Primary education","Completion","2007","2010","1229460.0","1174082.0"
"SL/001134","1","Child Protection Project Support","2007-12-31","start-actual","2010-12-31","","UNICEF","DAC","Sierra Leone","SLE","130","Population Policies / Programmes and Reproductive Health","13020","Reproductive health care","Completion","2007","2010","1405834.0","1368476.0"
"SL/001135","1","CSD Project Support","2008-01-01","start-actual","2010-12-30","","UNICEF","DAC","Sierra Leone","SLE","130","Population Policies / Programmes and Reproductive Health","13020","Reproductive health care","Completion","2008","2010","854981.0","852653.0"
"SL/001136","1","UN 08 01 - Joint Programme - Reproductive and Child Health","2008-12-01","start-actual","2009-11-30","","Irish Aid","IRL","Sierra Leone","SLE","130","Population Policies / Programmes and Reproductive Health","13020","Reproductive health care","Completion","2008","2009","3434164.0","3434164.0"
"SL/001137","1","UN 08 01 - Un joint Programme - Nutrition","2008-12-01","start-actual","2009-11-30","","Irish Aid","IRL","Sierra Leone","SLE","122","Basic health","12240","Basic nutrition","Completion","2008","2009","2747692.0","2747692.0"
"SL/001138","1","Pro-Poor Growth for Peace Consolidation Programme","2006-08-31","start-actual","2014-09-29","","Germany","DEU","Sierra Leone","SLE","160","Other Social Infrastructure and Services","16010","Social/ welfare services","Implementation","2006","2014","15963422.0","7706787.0"
"SL/001139","1","Microfinance Sector Programme","2004-08-31","start-actual","2010-09-29","","Germany","DEU","Sierra Leone","SLE","250","Business and Other Services","25010","Business support services and institutions","Completion","2004","2010","8681108.0","5727596.0"
"SL/001140","1","Integral HIV/ Aids Prevention Programme (HAPP)","2006-08-31","start-actual","2012-01-30","","Germany","DEU","Sierra Leone","SLE","130","Population Policies / Programmes and Reproductive Health","13040","STD control including HIV/AIDS","Completion","2006","2012","9610871.0","9266577.0"
"SL/001141","1","2008 MAPS Concern","2008-01-01","start-actual","2008-12-31","","Irish Aid","IRL","Sierra Leone","SLE","998|122|311","Unallocated / Unspecified|Basic health|Agriculture","99810|12240|31120","Sectors not specified|Basic nutrition|Agricultural development","Completion","2008","2008","1019769.0","1019769.0"
"SL/001142","1","2008 MAPS Trocaire","2008-01-01","start-actual","2008-12-31","","Irish Aid","IRL","Sierra Leone","SLE","311","Agriculture","31120","Agricultural development","Completion","2008","2008","175852.0","175852.0"
"SL/001143","1","2008 MAPS - GOAL","2008-01-01","start-actual","2008-12-31","","Irish Aid","IRL","Sierra Leone","SLE","130","Population Policies / Programmes and Reproductive Health","13040","STD control including HIV/AIDS","Completion","2008","2008","1236301.0","1236301.0"
